Student_ID,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist
S731,14,13,5,16,6,16,15,8
S732,12,12,6,16,7,20,16,9
S733,11,11,7,17,5,19,17,10
S734,13,11,8,17,5,15,20,5
S735,12,13,9,18,6,17,16,6
S736,11,13,10,18,7,16,15,7
S737,11,12,5,15,5,20,16,8
S738,13,11,6,15,5,19,17,9
S739,12,11,7,16,6,15,20,10
S740,14,13,8,16,7,17,16,5
S741,14,13,9,17,5,16,15,6
S742,12,12,10,17,5,20,16,7
S743,11,11,5,18,6,19,17,8
S744,13,11,6,18,7,15,20,9
S745,12,13,7,16,5,17,16,10
S746,11,13,8,17,5,16,15,5
S747,11,12,9,17,6,20,16,6
S748,13,11,10,18,7,19,17,7
S749,12,11,5,18,5,15,20,10
S750,14,13,7,19,7,17,17,8
S751,11,5,16,20,12,13,17,6
S752,12,5,20,19,11,13,17,5
S753,13,6,19,15,11,13,17,6
S754,14,5,15,17,13,13,17,6
S755,13,5,17,16,13,13,17,7
S756,12,5,16,20,12,13,17,8
S757,11,6,20,19,12,13,17,6
S758,11,5,19,15,11,13,17,9
S759,12,7,15,17,11,13,17,6
S760,13,9,17,16,13,13,17,10
S761,14,10,16,20,13,13,17,6
S762,13,5,20,19,12,13,17,6
S763,12,6,19,15,12,13,17,6
S764,11,5,15,17,11,13,17,6
S765,11,7,17,16,11,13,17,6
S766,12,9,16,20,13,13,17,6
S767,13,10,20,19,13,13,17,6
S768,14,5,19,15,12,13,17,6
S769,13,5,15,17,12,13,17,6
S770,12,6,17,16,11,13,17,6
S771,11,5,16,20,11,14,17,10
S772,11,7,20,19,13,14,17,10
S773,12,9,19,15,13,14,17,10
S774,13,10,15,17,12,14,16,10
S775,14,7,17,16,12,14,16,10
S776,13,7,16,20,11,14,16,10
S777,12,6,20,19,11,14,16,10
S778,11,5,19,15,13,14,16,10
S779,13,7,15,17,13,14,16,10
S780,11,9,17,16,12,14,16,10
S781,12,10,16,20,12,14,16,10
S782,13,7,20,19,11,14,16,10
S783,14,6,19,15,11,14,16,10
S784,13,5,15,17,13,14,16,10
S785,12,7,17,16,13,14,16,10
S786,11,9,16,20,12,14,16,10
S787,13,10,20,19,12,12,16,10
S788,11,9,19,15,11,12,16,10
S789,12,6,15,17,11,12,16,10
S790,13,5,17,16,13,12,16,8
S791,14,7,16,20,13,12,16,8
S792,13,9,20,19,12,12,16,8
S793,12,10,19,15,12,12,18,8
S794,11,7,15,17,11,12,18,8
S795,12,9,17,16,11,12,18,8
S796,13,10,16,20,13,12,18,8
S797,14,9,20,19,13,12,18,8
S798,13,9,19,15,12,12,18,8
S799,12,7,15,17,11,12,18,8
S800,11,7,17,16,11,12,18,8
S801,11,5,6,18,19,12,18,7
S802,12,5,6,17,19,12,19,0
S803,13,5,6,15,19,12,17,8
S804,14,5,6,19,19,12,15,8
S805,13,5,6,20,19,12,20,8
S806,12,5,6,18,19,12,20,8
S807,11,5,6,19,19,12,20,8
S808,11,6,5,17,19,12,20,8
S809,12,6,5,15,19,12,18,8
S810,13,6,5,18,19,12,19,8
S811,14,6,5,17,19,12,17,8
S812,13,6,5,15,19,12,15,8
S813,12,6,5,19,19,12,20,8
S814,11,6,5,20,19,12,20,8
S815,11,7,8,18,19,12,20,8
S816,12,7,8,19,19,12,20,8
S817,13,7,8,17,19,13,20,8
S818,14,7,8,15,19,14,20,8
S819,13,7,8,18,19,11,20,8
S820,12,7,8,17,19,12,18,8
S821,11,7,8,15,19,13,19,8
S822,11,7,8,19,19,14,17,7
S823,12,5,7,20,19,11,15,7
S824,13,6,7,18,19,12,20,7
S825,14,7,7,19,19,13,20,7
S826,13,8,7,17,20,14,20,7
S827,12,9,7,15,20,11,18,6
S828,11,10,7,18,20,12,19,7
S829,11,5,7,17,20,13,17,8
S830,12,6,7,15,20,14,15,9
S831,13,7,7,19,20,11,20,10
S832,14,8,7,20,20,12,20,5
S833,13,9,7,18,20,13,20,7
S834,12,10,8,19,20,14,20,7
S835,11,5,8,17,20,11,20,7
S836,11,6,8,15,20,12,20,7
S837,12,7,8,18,20,13,20,7
S838,13,8,8,17,20,14,18,7
S839,14,9,8,15,20,11,19,7
S840,13,10,8,19,20,12,17,7
S841,12,5,8,20,20,13,15,6
S842,11,6,9,18,20,14,20,7
S843,11,7,9,19,20,11,20,8
S844,12,8,9,17,16,12,20,9
S845,13,9,9,15,16,13,20,10
S846,14,10,9,16,16,14,20,5
S847,11,7,9,18,16,11,20,7
S848,12,8,9,19,16,13,20,9
S849,13,9,5,17,16,14,20,9
S850,14,10,7,15,16,11,20,9
S851,20,5,14,19,7,17,16,5
S852,19,5,14,19,7,17,16,5
S853,18,5,13,19,7,17,16,5
S854,17,5,13,19,7,17,16,6
S855,16,5,11,19,7,17,16,7
S856,15,5,12,19,7,17,16,8
S857,20,5,14,19,7,17,16,9
S858,19,5,14,19,7,17,16,10
S859,18,5,13,19,7,17,16,5
S860,17,5,13,19,6,17,16,5
S861,16,5,11,19,7,17,16,5
S862,15,5,12,19,8,17,16,5
S863,20,5,14,19,9,17,16,6
S864,19,5,14,19,10,17,16,7
S865,18,5,13,19,5,17,16,8
S866,17,5,13,19,7,17,16,9
S867,16,5,11,19,8,16,16,10
S868,15,5,12,19,8,16,16,5
S869,20,5,14,19,8,16,16,7
S870,19,5,14,19,8,16,16,7
S871,18,5,13,19,8,16,16,7
S872,17,6,13,19,8,16,16,7
S873,16,6,11,19,8,16,16,7
S874,15,6,12,19,6,16,16,7
S875,20,6,14,19,7,16,16,7
S876,19,6,14,19,8,16,16,7
S877,18,6,13,19,9,16,16,7
S878,17,6,13,19,10,16,16,7
S879,16,6,11,19,5,16,16,7
S880,15,6,12,19,8,16,16,7
S881,20,6,14,19,8,16,16,7
S882,19,6,14,19,8,16,16,8
S883,18,6,13,19,8,15,16,8
S884,17,6,13,19,6,15,16,8
S885,16,6,11,19,7,15,16,8
S886,15,6,12,19,8,15,16,8
S887,20,6,14,19,9,15,16,8
S888,19,6,14,19,10,15,16,8
S889,18,7,13,19,5,15,16,8
S890,17,8,13,19,9,15,16,8
S891,16,9,11,19,9,15,16,8
S892,15,10,12,19,9,15,16,8
S893,20,5,14,19,9,15,16,8
S894,19,6,14,19,9,15,16,8
S895,18,7,13,19,9,19,16,6
S896,17,7,13,19,9,19,16,7
S897,16,7,11,19,9,19,16,8
S898,15,7,12,19,9,19,16,9
S899,16,7,12,19,9,19,16,10
S900,17,7,12,19,9,19,16,5
S901,11,6,16,11,7,20,12,20
S902,14,7,15,11,6,19,12,19
S903,13,8,20,11,7,20,12,18
S904,11,9,19,12,8,19,12,17
S905,12,10,18,12,9,20,12,16
S906,13,6,17,13,10,19,12,15
S907,14,7,16,13,5,20,12,16
S908,12,8,15,11,7,19,12,17
S909,12,9,20,11,7,20,12,18
S910,11,10,19,11,7,19,12,19
S911,14,6,18,12,7,20,12,20
S912,13,7,17,12,7,19,12,20
S913,11,8,16,13,7,20,12,19
S914,12,9,15,13,7,19,12,18
S915,13,10,20,11,6,20,12,17
S916,14,6,19,11,6,19,12,16
S917,12,7,18,11,6,20,12,15
S918,12,8,17,12,7,19,12,16
S919,11,9,16,12,8,20,12,17
S920,14,10,15,13,9,19,12,18
S921,13,6,20,13,10,20,12,19
S922,11,7,19,11,5,19,13,20
S923,12,8,18,11,6,20,13,20
S924,13,9,17,11,6,19,13,19
S925,14,10,16,12,6,20,13,18
S926,12,6,15,12,5,19,13,17
S927,12,7,20,13,5,20,13,16
S928,11,8,19,13,5,19,13,15
S929,14,9,18,11,5,20,13,16
S930,13,10,17,11,5,19,13,17
S931,11,6,16,11,5,20,13,18
S932,12,7,15,12,5,19,13,19
S933,13,8,20,12,5,20,13,20
S934,14,9,19,13,5,19,13,20
S935,12,10,18,13,5,20,13,19
S936,12,6,17,11,5,19,14,18
S937,11,7,16,11,5,20,14,17
S938,14,8,15,11,5,19,14,16
S939,13,9,20,12,5,20,14,15
S940,11,10,19,12,5,19,14,16
S941,12,6,18,13,5,20,14,17
S942,13,7,17,13,5,19,14,18
S943,14,8,16,11,6,20,14,19
S944,12,9,15,11,7,19,14,20
S945,12,10,20,11,8,20,14,15
S946,11,6,19,12,9,19,14,16
S947,12,7,18,12,10,20,14,17
S948,13,8,17,13,5,19,14,18
S949,14,9,19,13,9,16,14,19
S950,12,10,15,14,9,17,14,16
S951,12,6,18,20,5,20,11,11
S952,13,7,18,19,6,19,12,12
S953,14,8,18,18,7,20,13,13
S954,11,9,18,17,8,19,14,14
S955,12,10,18,16,9,20,12,11
S956,13,5,18,15,5,19,11,12
S957,14,7,18,20,6,20,12,13
S958,11,8,18,19,7,19,13,14
S959,12,9,18,18,8,20,14,11
S960,13,10,18,17,9,19,11,12
S961,14,5,18,16,5,20,12,13
S962,11,5,18,15,6,19,13,14
S963,12,5,18,20,7,20,14,11
S964,13,5,18,19,8,19,12,12
S965,14,5,18,18,9,20,11,13
S966,11,6,18,17,5,19,12,14
S967,12,7,18,16,6,20,13,11
S968,13,8,18,15,7,19,14,12
S969,14,9,18,20,8,20,11,13
S970,11,10,18,19,9,19,12,14
S971,12,5,18,18,5,20,13,11
S972,13,5,17,17,6,19,14,12
S973,14,5,17,16,7,20,12,13
S974,11,5,17,15,8,19,11,14
S975,12,5,17,20,9,20,12,11
S976,13,5,17,19,5,19,13,12
S977,14,6,17,18,6,20,14,13
S978,11,7,17,17,7,19,11,14
S979,12,8,17,16,8,20,12,11
S980,13,9,17,15,9,19,13,12
S981,14,10,17,20,5,20,14,13
S982,11,5,17,19,6,19,12,14
S983,12,5,17,18,7,20,11,11
S984,13,5,17,17,8,19,12,12
S985,14,5,17,16,9,20,13,13
S986,11,5,17,15,5,19,14,14
S987,12,5,17,20,6,20,11,11
S988,13,5,17,19,7,19,12,12
S989,14,5,16,18,8,20,13,13
S990,11,5,16,17,9,19,14,14
S991,12,5,16,16,5,20,12,11
S992,13,5,16,15,6,19,11,12
S993,14,5,16,20,7,20,12,13
S994,11,6,16,19,8,19,13,14
S995,12,7,16,18,9,20,14,11
S996,13,8,16,17,5,19,12,12
S997,14,9,16,16,6,20,11,13
S998,11,10,16,15,7,19,12,14
S999,13,5,16,17,8,16,13,12
S1000,14,5,16,18,9,17,14,13
S1001,12,18,11,19,5,11,19,7
S1002,13,19,11,19,6,11,18,6
S1003,11,18,11,18,7,11,17,7
S1004,14,17,11,17,8,11,16,8
S1005,11,16,11,16,9,11,15,9
S1006,13,19,11,19,5,11,19,10
S1007,14,18,11,18,6,11,18,5
S1008,13,17,11,17,7,11,17,7
S1009,12,16,11,16,8,11,16,6
S1010,13,19,11,19,9,11,15,7
S1011,11,18,11,18,5,12,19,8
S1012,14,17,11,17,6,13,18,9
S1013,11,16,11,16,7,11,17,10
S1014,13,19,11,19,8,14,16,5
S1015,14,18,11,19,9,11,15,7
S1016,13,17,11,18,5,13,19,7
S1017,12,16,11,17,6,14,18,7
S1018,13,19,11,16,7,13,17,7
S1019,11,18,11,19,8,12,16,8
S1020,14,17,11,18,9,13,15,6
S1021,11,16,11,17,5,12,19,7
S1022,13,19,11,16,6,12,18,8
S1023,14,18,14,19,7,12,17,9
S1024,13,17,14,19,8,12,16,10
S1025,12,16,14,18,9,12,15,5
S1026,13,19,14,17,5,12,19,8
S1027,11,18,14,16,6,12,18,8
S1028,14,17,14,20,7,12,17,8
S1029,11,16,14,19,8,12,16,8
S1030,13,19,14,18,9,12,15,8
S1031,14,18,14,17,5,12,19,6
S1032,13,17,14,16,6,12,18,7
S1033,12,16,14,20,7,12,17,8
S1034,13,19,14,19,8,12,16,9
S1035,11,18,14,18,9,12,15,10
S1036,14,17,14,17,5,13,19,5
S1037,11,16,14,16,6,13,18,9
S1038,13,19,14,20,7,13,17,9
S1039,14,18,14,19,8,13,16,9
S1040,13,17,14,18,9,13,15,9
S1041,12,16,13,17,5,13,19,9
S1042,13,19,13,16,6,13,18,9
S1043,11,18,13,18,7,13,17,6
S1044,14,17,13,19,8,13,16,7
S1045,11,16,13,18,9,14,15,8
S1046,13,19,13,17,5,14,19,9
S1047,14,18,13,19,6,14,18,10
S1048,13,17,13,18,7,14,17,5
S1049,12,16,13,17,8,14,16,10
S1050,13,18,13,16,9,14,15,10
S1051,12,5,8,17,18,13,6,7
S1052,13,5,9,17,18,12,7,6
S1053,11,5,10,17,18,13,5,7
S1054,14,6,5,17,18,11,8,8
S1055,14,8,8,17,18,12,9,9
S1056,12,9,8,17,18,13,6,10
S1057,13,10,7,17,18,11,7,5
S1058,11,5,7,17,18,12,5,7
S1059,14,5,7,17,18,13,8,7
S1060,12,6,8,17,18,11,9,7
S1061,12,8,8,17,18,14,6,7
S1062,13,9,8,17,18,13,7,7
S1063,11,10,6,17,18,13,5,8
S1064,14,5,7,17,18,13,8,8
S1065,12,5,7,17,18,12,9,6
S1066,12,6,7,17,18,13,6,7
S1067,12,6,8,17,18,11,7,8
S1068,12,6,8,18,18,14,5,9
S1069,13,5,8,18,18,11,8,10
S1070,11,5,9,18,18,11,9,5
S1071,14,5,10,18,18,12,6,8
S1072,13,8,5,18,18,13,7,8
S1073,13,9,8,18,18,11,5,8
S1074,13,10,8,18,18,14,8,6
S1075,12,5,8,18,19,11,9,7
S1076,13,7,9,18,19,11,6,8
S1077,11,8,10,18,19,11,7,9
S1078,14,9,5,18,19,11,5,10
S1079,13,10,8,18,19,12,8,5
S1080,13,5,8,16,19,13,9,9
S1081,13,5,8,16,19,11,6,6
S1082,13,5,7,16,19,14,7,7
S1083,12,6,7,16,19,13,5,8
S1084,13,7,7,16,19,13,8,9
S1085,11,8,8,16,19,13,9,10
S1086,14,9,8,16,19,13,6,5
S1087,13,10,8,16,19,12,7,7
S1088,14,5,7,16,19,13,5,8
S1089,14,5,7,16,19,11,8,9
S1090,14,6,7,16,19,14,9,10
S1091,12,7,8,16,20,13,6,5
S1092,13,8,8,16,20,13,7,9
S1093,11,9,8,15,20,13,5,10
S1094,14,10,9,15,20,13,8,10
S1095,14,5,10,15,20,12,9,6
S1096,14,8,5,15,20,13,6,7
S1097,12,9,8,15,20,12,7,8
S1098,13,10,9,15,20,13,5,9
S1099,11,5,10,15,20,11,8,10
S1100,14,5,5,15,20,14,9,5
S1101,11,9,11,16,5,20,18,7
S1102,12,9,12,16,6,19,18,7
S1103,12,6,13,16,7,18,18,6
S1104,11,6,14,16,7,17,18,7
S1105,14,6,14,15,8,16,18,8
S1106,13,6,13,15,8,15,18,9
S1107,11,6,12,15,5,19,18,10
S1108,12,6,11,15,6,18,18,5
S1109,12,6,11,15,7,17,18,7
S1110,11,6,12,17,7,16,18,7
S1111,14,6,13,17,8,15,18,7
S1112,13,6,14,17,8,19,18,7
S1113,11,6,14,17,5,18,19,8
S1114,12,6,13,17,6,17,19,8
S1115,12,6,12,17,7,16,19,8
S1116,11,6,11,20,7,15,19,6
S1117,14,6,11,20,8,19,19,7
S1118,13,6,12,20,8,18,19,8
S1119,11,6,13,20,5,17,19,9
S1120,12,6,14,20,6,16,19,10
S1121,12,6,14,17,7,15,19,5
S1122,11,6,13,17,7,19,19,8
S1123,14,6,12,17,8,18,19,8
S1124,13,6,11,17,8,17,19,8
S1125,11,8,11,17,5,16,19,8
S1126,12,9,12,17,6,15,19,8
S1127,12,10,13,17,7,19,19,8
S1128,11,5,14,17,7,18,19,6
S1129,14,8,14,18,8,17,17,7
S1130,13,9,13,18,8,16,17,8
S1131,11,10,12,18,5,15,17,9
S1132,12,5,11,18,6,19,17,10
S1133,12,8,11,18,7,18,17,5
S1134,11,9,12,18,7,17,17,9
S1135,14,10,13,15,8,16,17,9
S1136,13,5,14,15,5,15,17,9
S1137,11,5,14,15,6,19,17,9
S1138,12,8,13,15,7,18,17,9
S1139,12,9,12,15,7,17,17,9
S1140,11,10,11,15,8,16,17,9
S1141,14,5,11,15,8,15,17,6
S1142,13,5,12,19,5,19,17,7
S1143,11,5,13,19,6,18,17,8
S1144,12,6,14,19,7,17,17,9
S1145,12,7,14,19,7,16,17,10
S1146,11,8,13,19,8,15,16,5
S1147,14,9,12,19,8,19,16,10
S1148,13,10,11,19,9,18,16,10
S1149,12,5,13,19,9,17,16,10
S1150,13,8,12,19,9,16,16,10
S1151,11,6,12,15,18,17,18,5
S1152,12,7,12,16,18,18,17,6
S1153,12,8,13,17,18,17,16,7
S1154,11,9,13,18,18,16,15,8
S1155,14,10,13,19,18,15,18,8
S1156,13,5,14,20,18,15,17,9
S1157,11,7,14,20,18,18,16,7
S1158,12,7,14,19,18,17,15,5
S1159,12,6,12,18,18,16,18,5
S1160,11,7,12,17,18,15,17,6
S1161,14,8,13,16,18,15,16,7
S1162,13,9,13,15,18,18,15,8
S1163,11,10,13,15,17,17,18,8
S1164,12,5,14,16,16,16,17,9
S1165,12,7,14,17,15,15,16,7
S1166,11,7,14,18,15,15,15,5
S1167,14,7,12,19,18,18,18,5
S1168,13,6,12,20,17,17,17,6
S1169,11,7,13,20,16,16,16,7
S1170,12,6,13,19,15,15,15,8
S1171,12,7,13,18,15,15,18,8
S1172,11,8,14,17,18,18,17,9
S1173,14,9,14,16,17,17,16,7
S1174,13,10,14,15,16,16,15,5
S1175,11,5,12,15,15,15,18,5
S1176,12,7,12,16,15,15,17,6
S1177,12,7,13,17,18,18,16,7
S1178,11,7,13,18,17,17,15,8
S1179,14,7,13,19,16,16,18,8
S1180,13,6,14,20,15,15,17,9
S1181,11,7,14,20,15,15,16,7
S1182,12,8,14,19,18,18,15,5
S1183,12,9,12,18,17,17,18,5
S1184,11,10,12,17,16,16,17,6
S1185,14,5,13,16,15,15,16,7
S1186,13,7,13,15,15,15,15,8
S1187,11,7,13,15,18,18,18,8
S1188,12,7,14,16,17,17,17,9
S1189,12,7,14,17,16,16,16,7
S1190,11,7,14,18,15,15,15,5
S1191,14,7,12,19,15,15,18,5
S1192,13,6,12,20,15,18,17,6
S1193,11,7,13,20,18,17,16,7
S1194,12,8,13,19,17,16,15,8
S1195,12,9,13,18,16,15,18,8
S1196,11,10,14,17,15,18,17,9
S1197,14,5,14,16,15,17,16,7
S1198,13,7,14,15,16,16,15,5
S1199,12,7,13,20,16,15,19,9
S1200,13,7,14,19,16,15,18,9
S1201,12,5,11,19,6,20,17,5
S1202,12,5,12,19,6,19,17,5
S1203,13,6,12,19,6,18,17,5
S1204,13,6,11,19,6,17,17,6
S1205,13,7,14,19,6,16,17,6
S1206,14,7,13,19,6,15,17,6
S1207,14,8,11,19,6,19,17,5
S1208,14,8,12,19,6,18,17,5
S1209,12,9,12,19,6,17,17,5
S1210,12,9,11,19,7,16,17,6
S1211,13,10,14,19,8,15,17,6
S1212,13,10,13,19,9,19,17,6
S1213,13,5,11,19,10,18,17,5
S1214,14,5,12,19,5,17,17,5
S1215,14,6,12,19,8,16,17,5
S1216,14,6,11,19,9,15,17,6
S1217,12,7,14,19,10,19,17,6
S1218,12,7,13,19,5,18,17,6
S1219,13,8,11,19,5,17,17,5
S1220,13,8,12,19,5,16,17,5
S1221,13,9,12,19,5,15,17,5
S1222,14,9,11,19,6,19,17,6
S1223,14,10,14,19,7,18,17,6
S1224,14,10,13,19,8,17,17,6
S1225,12,5,11,19,9,16,18,5
S1226,12,5,12,19,10,15,18,5
S1227,13,6,12,19,5,19,18,5
S1228,13,6,11,19,7,18,18,6
S1229,13,7,14,19,7,17,18,6
S1230,14,7,13,19,7,16,18,6
S1231,14,8,11,19,7,15,18,5
S1232,14,8,12,19,6,19,18,5
S1233,12,9,12,19,7,18,18,5
S1234,12,9,11,19,8,17,18,6
S1235,13,10,14,19,9,16,18,6
S1236,13,10,13,19,10,15,18,6
S1237,13,5,12,19,5,19,18,5
S1238,14,5,13,19,8,18,18,5
S1239,14,6,12,19,8,17,15,5
S1240,14,6,12,19,8,16,16,6
S1241,12,7,12,19,8,15,18,6
S1242,12,7,12,19,8,19,19,6
S1243,13,8,12,19,6,18,16,5
S1244,13,8,12,19,7,17,20,5
S1245,13,9,12,19,8,16,19,5
S1246,14,9,12,19,9,15,17,6
S1247,14,10,12,19,10,19,15,6
S1248,14,10,12,19,5,18,16,6
S1249,13,7,12,19,8,17,20,5
S1250,14,7,12,19,8,16,17,5
S1251,11,5,20,6,12,19,18,7
S1252,11,5,20,7,12,19,18,7
S1253,11,5,20,8,12,19,18,7
S1254,11,5,20,9,12,19,18,7
S1255,11,6,20,10,12,19,18,7
S1256,11,7,20,5,12,19,18,7
S1257,11,8,20,6,12,19,18,7
S1258,11,9,20,6,12,19,18,7
S1259,11,10,20,6,12,19,18,7
S1260,11,5,20,6,12,19,18,7
S1261,11,5,20,6,12,19,18,7
S1262,11,5,20,6,12,19,18,7
S1263,11,5,20,7,12,19,18,7
S1264,11,6,20,8,12,19,18,7
S1265,11,7,20,9,14,19,18,7
S1266,11,8,20,10,14,19,18,7
S1267,11,9,20,5,14,19,18,7
S1268,12,10,20,8,14,18,17,7
S1269,12,5,20,8,14,18,17,8
S1270,12,6,20,6,14,18,17,9
S1271,12,6,19,7,14,18,17,10
S1272,12,6,19,8,14,18,17,5
S1273,12,7,19,9,14,18,17,8
S1274,12,8,19,10,14,18,17,8
S1275,12,9,19,5,13,16,19,7
S1276,12,10,19,7,13,16,19,8
S1277,12,5,19,7,13,16,19,9
S1278,12,6,19,7,13,16,19,10
S1279,11,5,20,6,12,19,18,5
S1280,11,5,20,6,12,19,18,8
S1281,11,6,20,8,12,19,18,7
S1282,11,7,20,8,12,18,18,7
S1283,11,8,20,8,12,16,18,7
S1284,11,9,20,8,14,16,18,8
S1285,11,10,20,8,14,16,18,9
S1286,11,5,20,8,14,16,18,10
S1287,12,6,20,8,14,19,17,5
S1288,12,6,20,8,14,18,17,8
S1289,12,6,20,8,14,18,17,8
S1290,12,6,19,8,14,18,17,8
S1291,12,7,19,8,14,18,17,8
S1292,12,8,19,8,14,18,17,8
S1293,12,9,19,8,14,16,17,7
S1294,14,10,15,9,12,16,18,8
S1295,14,7,15,9,12,16,18,9
S1296,14,8,15,9,12,16,18,10
S1297,14,9,15,9,12,19,18,5
S1298,12,10,15,9,12,19,18,8
S1299,14,5,15,9,12,19,18,9
S1300,14,8,15,9,12,19,18,9
S1301,19,18,12,13,5,20,11,6
S1302,16,17,12,14,5,20,11,6
S1303,15,16,12,12,5,20,11,6
S1304,19,15,12,11,5,20,11,6
S1305,20,16,12,14,5,20,11,6
S1306,16,17,12,12,5,20,11,6
S1307,15,18,12,13,5,20,11,6
S1308,19,19,12,13,5,20,11,6
S1309,19,18,12,14,5,20,11,6
S1310,16,18,12,12,5,20,11,6
S1311,15,17,12,11,5,20,11,6
S1312,19,16,12,14,5,20,11,6
S1313,20,15,12,12,5,20,11,6
S1314,16,16,12,13,5,20,11,6
S1315,15,17,12,13,5,20,11,6
S1316,19,18,12,14,5,20,11,6
S1317,19,19,12,12,5,20,11,6
S1318,16,18,12,11,5,20,11,6
S1319,15,18,11,14,6,19,12,7
S1320,19,17,11,12,6,19,12,7
S1321,20,16,11,13,6,19,12,7
S1322,16,15,11,13,6,19,12,7
S1323,15,16,11,14,6,19,12,7
S1324,19,17,11,12,6,19,12,7
S1325,19,18,11,11,6,19,12,7
S1326,16,19,11,14,6,19,12,7
S1327,15,16,11,12,6,19,12,7
S1328,19,18,11,13,6,19,12,7
S1329,20,17,12,13,8,20,13,6
S1330,16,16,12,14,8,20,13,6
S1331,15,15,12,12,8,20,13,6
S1332,19,16,12,11,8,20,13,6
S1333,19,17,12,14,8,20,13,6
S1334,16,18,12,12,8,20,13,6
S1335,15,19,12,13,8,20,13,6
S1336,19,17,12,13,8,20,13,6
S1337,20,18,12,14,8,20,13,6
S1338,16,17,12,12,8,20,13,6
S1339,15,16,12,11,8,20,13,6
S1340,19,15,12,14,8,20,13,6
S1341,19,16,12,12,8,20,13,6
S1342,16,17,12,13,8,20,13,6
S1343,15,18,12,13,8,20,13,6
S1344,19,17,12,14,8,20,13,6
S1345,20,16,12,12,8,20,13,6
S1346,16,15,12,11,8,20,13,6
S1347,15,16,12,14,8,20,13,6
S1348,19,17,12,12,8,20,13,6
S1349,18,18,12,13,8,20,13,6
S1350,16,19,12,14,8,20,13,6
S1351,19,5,11,15,6,18,11,6
S1352,18,5,14,20,6,18,11,6
S1353,17,5,13,18,6,18,11,5
S1354,16,5,12,17,5,18,11,5
S1355,15,5,11,20,5,18,11,7
S1356,20,5,14,20,5,18,11,7
S1357,19,5,13,15,5,18,11,6
S1358,18,5,12,20,6,18,11,6
S1359,17,5,11,18,6,18,11,5
S1360,16,5,14,17,6,18,11,5
S1361,15,5,13,20,6,18,11,7
S1362,19,6,12,15,6,18,11,7
S1363,18,6,11,20,6,18,11,6
S1364,17,6,14,18,6,18,11,6
S1365,16,6,13,17,6,18,11,5
S1366,15,6,12,20,6,18,11,5
S1367,20,5,11,20,6,18,11,7
S1368,19,5,14,20,6,18,11,8
S1369,18,5,13,15,6,18,11,9
S1370,17,5,12,20,6,18,11,7
S1371,16,5,11,18,6,18,11,10
S1372,15,5,14,17,5,18,11,7
S1373,19,5,13,20,5,18,11,7
S1374,18,5,12,20,5,18,11,8
S1375,17,5,11,20,5,18,11,9
S1376,16,5,14,15,5,18,11,7
S1377,15,5,13,20,6,18,11,10
S1378,20,5,12,18,6,18,11,7
S1379,19,5,11,17,6,18,11,7
S1380,18,5,14,20,6,18,11,8
S1381,17,5,13,20,7,18,11,9
S1382,16,5,12,20,7,18,11,7
S1383,15,5,11,15,7,18,11,10
S1384,19,5,14,20,7,18,11,7
S1385,18,5,13,18,7,18,11,7
S1386,17,5,12,17,7,18,11,7
S1387,16,7,11,16,7,17,11,8
S1388,15,7,14,16,7,17,11,9
S1389,20,7,13,16,7,17,11,7
S1390,19,7,12,16,7,17,12,10
S1391,18,7,11,15,7,17,12,7
S1392,17,7,14,20,7,17,12,8
S1393,16,7,13,18,7,17,12,9
S1394,15,6,12,17,7,17,12,7
S1395,15,6,11,16,7,17,12,10
S1396,17,5,14,15,7,17,12,7
S1397,18,5,13,20,7,17,12,8
S1398,19,7,12,18,7,17,12,8
S1399,20,7,13,17,7,17,12,8
S1400,15,7,12,16,7,17,12,8
S1401,11,6,14,17,6,19,17,12
S1402,12,6,14,17,6,16,16,12
S1403,13,6,14,17,6,15,17,12
S1404,14,6,14,17,6,17,19,12
S1405,13,5,14,17,5,18,17,12
S1406,12,5,14,15,5,19,16,12
S1407,11,6,14,16,6,19,17,12
S1408,11,6,14,18,6,16,19,12
S1409,12,6,14,19,6,15,17,12
S1410,13,6,14,20,5,17,17,13
S1411,14,6,14,17,5,18,16,13
S1412,13,5,14,15,6,19,17,13
S1413,12,5,14,16,6,19,19,13
S1414,11,5,14,18,5,16,16,13
S1415,13,5,14,19,5,15,17,13
S1416,13,5,14,20,5,17,19,13
S1417,11,5,14,17,5,18,17,13
S1418,12,5,14,15,5,18,16,13
S1419,13,5,14,16,5,18,17,13
S1420,14,6,14,18,5,19,19,14
S1421,13,6,14,19,5,16,16,14
S1422,12,5,14,20,5,15,17,14
S1423,11,5,14,17,5,17,19,14
S1424,14,5,14,17,5,18,17,14
S1425,11,8,14,17,5,16,17,14
S1426,12,7,14,15,8,16,16,14
S1427,13,9,14,16,5,19,17,14
S1428,14,8,14,18,8,16,19,14
S1429,13,8,14,19,7,15,17,14
S1430,12,8,14,20,9,17,20,14
S1431,11,8,14,20,8,18,16,14
S1432,14,8,14,20,8,19,17,14
S1433,11,8,12,20,8,19,19,14
S1434,12,8,12,15,8,19,20,14
S1435,13,8,12,16,8,16,20,11
S1436,14,8,12,18,5,15,16,11
S1437,13,8,12,19,8,17,17,11
S1438,12,5,12,20,7,18,19,11
S1439,11,8,12,20,9,18,20,11
S1440,11,7,12,15,8,19,16,11
