Sr_No,Job_Profession,Student,Linguistic,Musical,Bodily,Logical_Mathematical,Spatial_Visualization,Interpersonal,Intrapersonal,Naturalist,Student_ID,P1,P2,P3,P4,P5,P6,P7,P8,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
9,Music teacher,S409,17,19,11,7,5,19,13,12,S409,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,12.88,2.12,Good
9,Music teacher,S410,18,20,12,8,6,19,14,13,S410,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.75,2.12,Good
9,Music teacher,S411,19,19,13,9,8,19,11,14,S411,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,14.0,2.12,Good
9,Music teacher,S412,20,20,14,10,9,19,12,11,S412,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,14.38,2.12,Good
9,Music teacher,S413,15,20,14,5,10,19,13,12,S413,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.5,2.12,Good
9,Music teacher,S414,16,20,13,6,5,19,14,13,S414,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.25,2.12,Good
9,Music teacher,S415,17,17,12,7,6,19,11,14,S415,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,12.88,2.12,Good
9,Music teacher,S416,18,18,11,8,8,19,12,11,S416,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.12,2.12,Good
9,Music teacher,S417,19,19,11,9,9,19,13,12,S417,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.88,2.12,Good
9,Music teacher,S418,20,20,12,10,10,19,14,13,S418,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,14.75,2.12,Good
9,Music teacher,S419,17,17,13,5,5,19,11,14,S419,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,12.62,2.12,Good
9,Music teacher,S420,18,18,14,6,6,19,12,11,S420,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.0,2.12,Good
9,Music teacher,S421,19,19,14,7,8,19,13,12,S421,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.88,2.12,Good
9,Music teacher,S422,20,20,13,8,9,19,14,13,S422,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,14.5,2.12,Good
9,Music teacher,S423,15,17,12,9,10,19,11,14,S423,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.38,2.12,Good
9,Music teacher,S424,15,18,11,10,5,19,12,11,S424,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,12.62,2.12,Good
9,Music teacher,S425,16,19,11,5,6,19,13,12,S425,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,12.62,2.12,Good
9,Music teacher,S426,17,20,12,6,8,17,14,13,S426,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.38,2.12,Good
9,Music teacher,S427,17,17,13,7,9,18,11,14,S427,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.25,2.12,Good
9,Music teacher,S428,18,18,14,8,10,19,12,11,S428,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.75,2.12,Good
9,Music teacher,S429,19,19,14,9,5,20,13,12,S429,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.88,2.12,Good
9,Music teacher,S430,20,20,13,10,6,19,14,13,S430,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,14.38,2.12,Good
9,Music teacher,S431,19,20,12,5,8,17,11,14,S431,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.25,2.12,Good
9,Music teacher,S432,20,20,11,6,9,18,12,11,S432,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.38,2.12,Good
9,Music teacher,S433,17,20,11,7,10,19,13,12,S433,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.62,2.12,Good
9,Music teacher,S434,18,17,12,8,5,20,14,13,S434,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.38,2.12,Good
9,Music teacher,S435,19,18,13,9,6,19,11,14,S435,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.62,2.12,Good
9,Music teacher,S436,20,19,14,10,8,17,12,11,S436,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.88,2.12,Good
9,Music teacher,S437,19,20,14,5,9,18,13,12,S437,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.75,2.12,Good
9,Music teacher,S438,20,19,13,6,10,19,14,13,S438,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,14.25,2.12,Good
9,Music teacher,S439,17,17,12,7,5,20,11,14,S439,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,12.88,2.12,Good
9,Music teacher,S440,18,18,11,8,6,19,12,11,S440,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,12.88,2.12,Good
9,Music teacher,S441,19,19,11,9,8,17,13,12,S441,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.5,2.12,Good
9,Music teacher,S442,20,20,12,5,9,18,14,13,S442,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.88,2.12,Good
9,Music teacher,S443,19,19,13,6,10,19,11,14,S443,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.88,2.12,Good
9,Music teacher,S444,20,17,14,7,5,20,12,11,S444,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.25,2.12,Good
9,Music teacher,S445,17,18,14,8,6,19,13,12,S445,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,13.38,2.12,Good
9,Music teacher,S446,18,19,13,9,8,17,14,13,S446,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.88,2.12,Good
9,Music teacher,S447,19,19,12,10,9,18,11,14,S447,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,14.0,2.12,Good
9,Music teacher,S448,20,20,11,6,10,19,12,11,S448,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Linguistic,13.62,2.12,Good
9,Music teacher,S449,17,16,13,7,5,20,11,12,S449,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Interpersonal,12.62,2.12,Good
9,Music teacher,S450,15,18,14,8,6,16,13,14,S450,BEST,BEST,AVG,POOR,POOR,BEST,AVG,AVG,Musical,13.0,2.12,Good
10,Machine Learning Engineer,S451,11,18,11,19,5,18,20,5,S451,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,13.38,2.25,Good
10,Machine Learning Engineer,S452,13,19,13,17,6,19,18,6,S452,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,13.88,2.25,Good
10,Machine Learning Engineer,S453,12,20,12,18,7,20,19,7,S453,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.38,2.25,Good
10,Machine Learning Engineer,S454,14,19,14,19,8,17,20,8,S454,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,14.88,2.25,Good
10,Machine Learning Engineer,S455,11,17,11,20,9,18,17,9,S455,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.0,2.25,Good
10,Machine Learning Engineer,S456,13,18,13,19,10,18,18,10,S456,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.88,2.25,Good
10,Machine Learning Engineer,S457,11,19,12,17,5,19,18,5,S457,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,13.25,2.25,Good
10,Machine Learning Engineer,S458,13,20,14,18,6,20,19,6,S458,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.5,2.25,Good
10,Machine Learning Engineer,S459,12,19,11,19,7,17,20,7,S459,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,14.0,2.25,Good
10,Machine Learning Engineer,S460,14,17,13,20,8,18,17,8,S460,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.38,2.25,Good
10,Machine Learning Engineer,S461,11,18,12,19,9,18,18,9,S461,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.25,2.25,Good
10,Machine Learning Engineer,S462,13,19,14,17,10,19,18,10,S462,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,15.0,2.25,Good
10,Machine Learning Engineer,S463,11,18,11,18,5,20,19,5,S463,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Interpersonal,13.38,2.25,Good
10,Machine Learning Engineer,S464,13,19,13,19,6,17,20,6,S464,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,14.12,2.25,Good
10,Machine Learning Engineer,S465,12,20,12,17,7,18,17,7,S465,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,13.75,2.25,Good
10,Machine Learning Engineer,S466,14,19,14,18,8,18,18,8,S466,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.62,2.25,Good
10,Machine Learning Engineer,S467,11,17,11,19,9,19,18,9,S467,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.12,2.25,Good
10,Machine Learning Engineer,S468,13,18,13,20,10,20,19,10,S468,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,15.38,2.25,Good
10,Machine Learning Engineer,S469,11,19,12,19,5,17,20,5,S469,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,13.5,2.25,Good
10,Machine Learning Engineer,S470,13,20,14,17,6,19,17,6,S470,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.0,2.25,Good
10,Machine Learning Engineer,S471,12,19,11,18,7,17,18,7,S471,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,13.62,2.25,Good
10,Machine Learning Engineer,S472,14,17,13,19,8,16,18,8,S472,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.12,2.25,Good
10,Machine Learning Engineer,S473,11,18,12,20,9,19,19,9,S473,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.62,2.25,Good
10,Machine Learning Engineer,S474,13,19,14,19,10,17,20,10,S474,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,15.25,2.25,Good
10,Machine Learning Engineer,S475,11,18,11,17,5,16,17,5,S475,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,12.5,2.25,Good
10,Machine Learning Engineer,S476,13,19,13,18,6,19,18,6,S476,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.0,2.25,Good
10,Machine Learning Engineer,S477,12,20,12,19,7,17,18,7,S477,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.0,2.25,Good
10,Machine Learning Engineer,S478,14,19,14,17,8,16,19,8,S478,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.38,2.25,Good
10,Machine Learning Engineer,S479,11,17,11,18,9,18,20,9,S479,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,14.12,2.25,Good
10,Machine Learning Engineer,S480,13,18,13,19,10,19,17,10,S480,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,14.88,2.25,Good
10,Machine Learning Engineer,S481,11,19,12,20,5,17,18,5,S481,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,13.38,2.25,Good
10,Machine Learning Engineer,S482,13,20,14,19,6,16,18,6,S482,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.0,2.25,Good
10,Machine Learning Engineer,S483,12,19,11,17,7,19,19,7,S483,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,13.88,2.25,Good
10,Machine Learning Engineer,S484,14,17,13,18,8,17,20,8,S484,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,14.38,2.25,Good
10,Machine Learning Engineer,S485,11,18,12,19,9,16,17,9,S485,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,13.88,2.25,Good
10,Machine Learning Engineer,S486,13,19,14,20,10,18,18,10,S486,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,15.25,2.25,Good
10,Machine Learning Engineer,S487,11,18,11,19,5,18,19,5,S487,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,13.25,2.25,Good
10,Machine Learning Engineer,S488,13,19,13,17,6,18,19,6,S488,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,13.88,2.25,Good
10,Machine Learning Engineer,S489,12,20,12,18,7,19,19,7,S489,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.25,2.25,Good
10,Machine Learning Engineer,S490,14,19,14,19,8,20,19,8,S490,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Interpersonal,15.12,2.25,Good
10,Machine Learning Engineer,S491,11,17,11,17,9,17,19,9,S491,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,13.75,2.25,Good
10,Machine Learning Engineer,S492,13,18,13,18,5,18,19,5,S492,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Intrapersonal,13.62,2.25,Good
10,Machine Learning Engineer,S493,11,19,12,19,6,18,19,6,S493,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,13.75,2.25,Good
10,Machine Learning Engineer,S494,13,20,14,20,7,19,19,7,S494,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.88,2.25,Good
10,Machine Learning Engineer,S495,12,19,11,19,8,20,19,8,S495,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Interpersonal,14.5,2.25,Good
10,Machine Learning Engineer,S496,14,17,13,17,9,17,17,9,S496,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.12,2.25,Good
10,Machine Learning Engineer,S497,11,18,12,18,10,19,16,10,S497,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Interpersonal,14.25,2.25,Good
10,Machine Learning Engineer,S498,13,19,14,19,6,17,19,6,S498,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Musical,14.12,2.25,Good
10,Machine Learning Engineer,S499,14,15,13,20,7,16,17,7,S499,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,13.62,2.25,Good
10,Machine Learning Engineer,S500,11,17,14,19,8,18,16,8,S500,AVG,BEST,AVG,BEST,POOR,BEST,BEST,POOR,Logical_Mathematical,13.88,2.25,Good
11,Chartered Accountant,S501,12,5,12,18,7,19,13,5,S501,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.38,1.88,Average
11,Chartered Accountant,S502,13,6,13,16,7,17,13,5,S502,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.25,1.88,Average
11,Chartered Accountant,S503,14,7,14,17,7,16,13,6,S503,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.75,1.88,Average
11,Chartered Accountant,S504,11,8,11,18,7,17,13,6,S504,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.38,1.88,Average
11,Chartered Accountant,S505,14,9,14,19,7,19,13,5,S505,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.5,1.88,Average
11,Chartered Accountant,S506,12,10,12,20,8,17,13,5,S506,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.12,1.88,Average
11,Chartered Accountant,S507,13,5,13,15,7,16,13,6,S507,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.0,1.88,Average
11,Chartered Accountant,S508,12,6,14,16,7,19,13,6,S508,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.62,1.88,Average
11,Chartered Accountant,S509,13,7,14,17,9,17,13,5,S509,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.88,1.88,Average
11,Chartered Accountant,S510,14,8,11,18,7,16,13,5,S510,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.5,1.88,Average
11,Chartered Accountant,S511,11,9,14,19,7,17,13,6,S511,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.0,1.88,Average
11,Chartered Accountant,S512,14,10,12,20,7,19,13,6,S512,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.62,1.88,Average
11,Chartered Accountant,S513,12,5,13,15,5,17,13,5,S513,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,10.62,1.88,Average
11,Chartered Accountant,S514,13,6,12,16,6,19,13,5,S514,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.25,1.88,Average
11,Chartered Accountant,S515,12,7,14,17,7,17,13,6,S515,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.62,1.88,Average
11,Chartered Accountant,S516,13,8,11,18,8,16,13,6,S516,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.62,1.88,Average
11,Chartered Accountant,S517,14,9,14,19,7,17,13,5,S517,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.25,1.88,Average
11,Chartered Accountant,S518,11,10,12,20,7,19,13,5,S518,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.12,1.88,Average
11,Chartered Accountant,S519,14,5,13,15,9,17,13,6,S519,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.5,1.88,Average
11,Chartered Accountant,S520,12,6,12,16,7,19,13,6,S520,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.38,1.88,Average
11,Chartered Accountant,S521,13,7,14,17,7,17,13,5,S521,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.62,1.88,Average
11,Chartered Accountant,S522,12,8,11,18,10,16,13,5,S522,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.62,1.88,Average
11,Chartered Accountant,S523,13,9,14,19,7,17,13,6,S523,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.25,1.88,Average
11,Chartered Accountant,S524,14,10,12,20,7,19,13,6,S524,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.62,1.88,Average
11,Chartered Accountant,S525,11,5,13,15,8,17,13,5,S525,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,10.88,1.88,Average
11,Chartered Accountant,S526,14,6,12,16,7,19,12,5,S526,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.38,1.88,Average
11,Chartered Accountant,S527,12,7,14,17,7,17,12,6,S527,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.5,1.88,Average
11,Chartered Accountant,S528,13,8,11,18,9,16,12,6,S528,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.62,1.88,Average
11,Chartered Accountant,S529,12,9,14,19,7,17,12,5,S529,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.88,1.88,Average
11,Chartered Accountant,S530,13,10,12,20,8,19,12,5,S530,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.38,1.88,Average
11,Chartered Accountant,S531,14,5,13,15,7,17,12,6,S531,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.12,1.88,Average
11,Chartered Accountant,S532,11,6,12,16,7,19,12,6,S532,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.12,1.88,Average
11,Chartered Accountant,S533,14,7,14,17,9,17,12,5,S533,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.88,1.88,Average
11,Chartered Accountant,S534,12,8,11,18,7,16,12,5,S534,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.12,1.88,Average
11,Chartered Accountant,S535,13,9,14,19,7,17,12,6,S535,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.12,1.88,Average
11,Chartered Accountant,S536,12,10,12,20,7,19,12,6,S536,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.25,1.88,Average
11,Chartered Accountant,S537,13,5,13,15,8,17,12,5,S537,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.0,1.88,Average
11,Chartered Accountant,S538,14,6,12,16,7,19,12,5,S538,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.38,1.88,Average
11,Chartered Accountant,S539,11,7,14,17,7,17,12,6,S539,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.38,1.88,Average
11,Chartered Accountant,S540,14,8,11,18,9,16,12,6,S540,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.75,1.88,Average
11,Chartered Accountant,S541,12,9,14,19,7,17,12,5,S541,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.88,1.88,Average
11,Chartered Accountant,S542,13,5,12,20,7,19,12,5,S542,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.62,1.88,Average
11,Chartered Accountant,S543,12,6,13,15,8,17,12,6,S543,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.12,1.88,Average
11,Chartered Accountant,S544,13,7,12,16,7,19,12,6,S544,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Interpersonal,11.5,1.88,Average
11,Chartered Accountant,S545,14,8,14,17,7,17,12,5,S545,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.75,1.88,Average
11,Chartered Accountant,S546,11,9,11,18,9,16,12,5,S546,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.38,1.88,Average
11,Chartered Accountant,S547,14,10,14,19,7,17,12,6,S547,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.38,1.88,Average
11,Chartered Accountant,S548,12,6,12,20,7,19,12,6,S548,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.75,1.88,Average
11,Chartered Accountant,S549,13,7,13,19,6,17,12,7,S549,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,11.75,1.88,Average
11,Chartered Accountant,S550,14,8,12,20,5,18,12,7,S550,AVG,POOR,AVG,BEST,POOR,BEST,AVG,POOR,Logical_Mathematical,12.0,1.88,Average
12,Computer analyst,S551,15,7,12,15,6,11,20,6,S551,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Intrapersonal,11.5,2.0,Good
12,Computer analyst,S552,16,6,13,16,5,11,15,6,S552,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.0,2.0,Good
12,Computer analyst,S553,17,5,14,17,7,11,16,5,S553,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.5,2.0,Good
12,Computer analyst,S554,18,7,11,18,6,11,17,5,S554,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.62,2.0,Good
12,Computer analyst,S555,19,6,14,19,6,11,18,6,S555,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.38,2.0,Good
12,Computer analyst,S556,20,5,12,20,5,11,19,6,S556,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.25,2.0,Good
12,Computer analyst,S557,15,8,13,15,7,11,20,5,S557,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Intrapersonal,11.75,2.0,Good
12,Computer analyst,S558,16,7,12,16,6,11,15,5,S558,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.0,2.0,Good
12,Computer analyst,S559,17,6,13,17,6,11,16,6,S559,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.5,2.0,Good
12,Computer analyst,S560,18,5,14,18,5,11,17,6,S560,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.75,2.0,Good
12,Computer analyst,S561,19,8,11,19,7,11,18,5,S561,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.25,2.0,Good
12,Computer analyst,S562,20,7,14,20,6,11,19,6,S562,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.88,2.0,Good
12,Computer analyst,S563,15,6,12,15,6,11,20,6,S563,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Intrapersonal,11.38,2.0,Good
12,Computer analyst,S564,16,5,13,16,5,12,15,5,S564,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,10.88,2.0,Good
12,Computer analyst,S565,17,8,12,17,7,12,16,5,S565,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.75,2.0,Good
12,Computer analyst,S566,18,7,13,18,6,12,17,6,S566,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.12,2.0,Good
12,Computer analyst,S567,19,6,14,19,6,12,18,6,S567,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.5,2.0,Good
12,Computer analyst,S568,20,5,11,20,5,12,19,5,S568,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.12,2.0,Good
12,Computer analyst,S569,15,8,14,15,7,12,20,5,S569,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Intrapersonal,12.0,2.0,Good
12,Computer analyst,S570,16,7,12,16,6,12,15,6,S570,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.25,2.0,Good
12,Computer analyst,S571,17,6,13,17,6,12,16,6,S571,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.62,2.0,Good
12,Computer analyst,S572,18,5,12,18,5,12,17,5,S572,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,11.5,2.0,Good
12,Computer analyst,S573,19,8,13,19,7,12,18,6,S573,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,12.75,2.0,Good
12,Computer analyst,S574,20,7,14,20,6,12,19,6,S574,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Linguistic,13.0,2.0,Good
12,Computer analyst,S575,15,6,11,16,6,12,20,5,S575,BEST,POOR,AVG,BEST,POOR,AVG,BEST,POOR,Intrapersonal,11.38,2.0,Good
