Student_ID,Job_Profession,Dominant_Intelligence,Average_Intelligence_Score,Average_Performance,Performance_Category
S923,Pharmacist,Interpersonal,13.5,2.12,Good
S924,Pharmacist,Interpersonal,13.38,2.12,Good
S925,Pharmacist,Interpersonal,13.62,2.12,Good
S926,Pharmacist,Interpersonal,12.38,2.12,Good
S927,Pharmacist,Bodily,13.25,2.12,Good
S928,Pharmacist,Bodily,12.88,2.12,Good
S929,Pharmacist,Interpersonal,13.25,2.12,Good
S930,Pharmacist,Interpersonal,13.12,2.12,Good
S931,Pharmacist,Interpersonal,12.5,2.12,Good
S932,Pharmacist,Interpersonal,12.75,2.12,Good
S933,Pharmacist,Bodily,13.88,2.12,Good
S934,Pharmacist,Naturalist,14.0,2.12,Good
S935,Pharmacist,Interpersonal,13.75,2.12,Good
S936,Pharmacist,Interpersonal,12.75,2.12,Good
S937,Pharmacist,Interpersonal,12.62,2.12,Good
S938,Pharmacist,Interpersonal,12.75,2.12,Good
S939,Pharmacist,Bodily,13.5,2.12,Good
S940,Pharmacist,Bodily,13.25,2.12,Good
S941,Pharmacist,Interpersonal,13.12,2.12,Good
S942,Pharmacist,Interpersonal,13.25,2.12,Good
S943,Pharmacist,Interpersonal,13.5,2.12,Good
S944,Pharmacist,Naturalist,13.38,2.12,Good
S945,Pharmacist,Bodily,13.75,2.12,Good
S946,Pharmacist,Bodily,13.25,2.12,Good
S947,Pharmacist,Interpersonal,13.75,2.12,Good
S948,Pharmacist,Interpersonal,13.38,2.12,Good
S949,Pharmacist,Bodily,14.12,2.12,Good
S950,Pharmacist,Interpersonal,13.38,2.12,Good
S951,Physician,Logical_Mathematical,12.88,2.12,Good
S952,Physician,Logical_Mathematical,13.25,2.12,Good
S953,Physician,Interpersonal,13.88,2.12,Good
S954,Physician,Interpersonal,13.75,2.12,Good
S955,Physician,Interpersonal,13.5,2.12,Good
S956,Physician,Interpersonal,12.25,2.12,Good
S957,Physician,Logical_Mathematical,13.75,2.12,Good
S958,Physician,Logical_Mathematical,13.62,2.12,Good
S959,Physician,Interpersonal,13.75,2.12,Good
S960,Physician,Interpersonal,13.62,2.12,Good
S961,Physician,Interpersonal,12.88,2.12,Good
S962,Physician,Interpersonal,12.62,2.12,Good
S963,Physician,Logical_Mathematical,13.38,2.12,Good
S964,Physician,Logical_Mathematical,13.25,2.12,Good
S965,Physician,Interpersonal,13.5,2.12,Good
S966,Physician,Interpersonal,12.75,2.12,Good
S967,Physician,Interpersonal,12.88,2.12,Good
S968,Physician,Interpersonal,13.25,2.12,Good
S969,Physician,Logical_Mathematical,14.12,2.12,Good
S970,Physician,Logical_Mathematical,14.0,2.12,Good
S971,Physician,Interpersonal,12.75,2.12,Good
S972,Physician,Interpersonal,12.88,2.12,Good
S973,Physician,Interpersonal,13.0,2.12,Good
S974,Physician,Interpersonal,12.5,2.12,Good
S975,Physician,Logical_Mathematical,13.25,2.12,Good
S976,Physician,Logical_Mathematical,12.88,2.12,Good
S977,Physician,Interpersonal,13.5,2.12,Good
S978,Physician,Interpersonal,12.88,2.12,Good
S979,Physician,Interpersonal,13.0,2.12,Good
S980,Physician,Interpersonal,13.38,2.12,Good
S981,Physician,Logical_Mathematical,14.12,2.12,Good
S982,Physician,Logical_Mathematical,12.88,2.12,Good
S983,Physician,Interpersonal,12.62,2.12,Good
S984,Physician,Interpersonal,12.88,2.12,Good
S985,Physician,Interpersonal,13.38,2.12,Good
S986,Physician,Interpersonal,12.5,2.12,Good
S987,Physician,Logical_Mathematical,12.75,2.12,Good
S988,Physician,Logical_Mathematical,13.0,2.12,Good
S989,Physician,Interpersonal,13.38,2.12,Good
S990,Physician,Interpersonal,13.12,2.12,Good
S991,Physician,Interpersonal,12.12,2.12,Good
S992,Physician,Interpersonal,12.12,2.12,Good
S993,Physician,Logical_Mathematical,13.38,2.12,Good
S994,Physician,Logical_Mathematical,13.25,2.12,Good
S995,Physician,Interpersonal,13.38,2.12,Good
S996,Physician,Interpersonal,12.75,2.12,Good
S997,Physician,Interpersonal,13.12,2.12,Good
S998,Physician,Interpersonal,13.0,2.12,Good
S999,Physician,Logical_Mathematical,12.5,2.12,Good
S1000,Physician,Logical_Mathematical,13.25,2.12,Good
S1001,Physicist,Logical_Mathematical,12.75,2.12,Good
S1002,Physicist,Musical,12.88,2.12,Good
S1003,Physicist,Musical,12.5,2.12,Good
S1004,Physicist,Musical,12.75,2.12,Good
S1005,Physicist,Musical,12.25,2.12,Good
S1006,Physicist,Musical,13.38,2.12,Good
S1007,Physicist,Musical,12.62,2.12,Good
S1008,Physicist,Musical,12.5,2.12,Good
S1009,Physicist,Musical,12.0,2.12,Good
S1010,Physicist,Musical,13.0,2.12,Good
S1011,Physicist,Intrapersonal,12.75,2.12,Good
S1012,Physicist,Intrapersonal,13.12,2.12,Good
S1013,Physicist,Intrapersonal,12.38,2.12,Good
S1014,Physicist,Musical,13.12,2.12,Good
S1015,Physicist,Logical_Mathematical,13.0,2.12,Good
S1016,Physicist,Intrapersonal,12.88,2.12,Good
S1017,Physicist,Intrapersonal,12.62,2.12,Good
S1018,Physicist,Musical,12.88,2.12,Good
S1019,Physicist,Logical_Mathematical,12.88,2.12,Good
S1020,Physicist,Logical_Mathematical,12.88,2.12,Good
S1021,Physicist,Intrapersonal,12.25,2.12,Good
S1022,Physicist,Musical,12.88,2.12,Good
S1023,Physicist,Logical_Mathematical,13.75,2.12,Good
S1024,Physicist,Logical_Mathematical,13.62,2.12,Good
S1025,Physicist,Logical_Mathematical,12.62,2.12,Good
S1026,Physicist,Musical,13.38,2.12,Good
S1027,Physicist,Musical,12.88,2.12,Good
S1028,Physicist,Logical_Mathematical,13.62,2.12,Good
S1029,Physicist,Logical_Mathematical,13.0,2.12,Good
S1030,Physicist,Musical,13.5,2.12,Good
S1031,Physicist,Intrapersonal,13.12,2.12,Good
S1032,Physicist,Intrapersonal,12.88,2.12,Good
S1033,Physicist,Logical_Mathematical,13.25,2.12,Good
S1034,Physicist,Musical,13.75,2.12,Good
S1035,Physicist,Musical,13.38,2.12,Good
S1036,Physicist,Intrapersonal,13.0,2.12,Good
S1037,Physicist,Intrapersonal,12.88,2.12,Good
S1038,Physicist,Logical_Mathematical,14.0,2.12,Good
S1039,Physicist,Logical_Mathematical,13.88,2.12,Good
S1040,Physicist,Logical_Mathematical,13.5,2.12,Good
S1041,Physicist,Intrapersonal,13.0,2.12,Good
S1042,Physicist,Musical,13.38,2.12,Good
S1043,Physicist,Musical,12.88,2.12,Good
S1044,Physicist,Logical_Mathematical,13.38,2.12,Good
S1045,Physicist,Logical_Mathematical,13.0,2.12,Good
S1046,Physicist,Musical,13.62,2.12,Good
S1047,Physicist,Logical_Mathematical,14.0,2.12,Good
S1048,Physicist,Logical_Mathematical,13.0,2.12,Good
S1049,Physicist,Logical_Mathematical,13.25,2.12,Good
S1050,Physicist,Musical,13.5,2.12,Good
S1051,Mathematician,Spatial_Visualization,10.75,1.75,Average
S1052,Mathematician,Spatial_Visualization,10.88,1.75,Average
S1053,Mathematician,Spatial_Visualization,10.75,1.75,Average
S1054,Mathematician,Spatial_Visualization,10.88,1.75,Average
S1055,Mathematician,Spatial_Visualization,11.88,1.75,Average
S1056,Mathematician,Spatial_Visualization,11.62,1.75,Average
S1057,Mathematician,Spatial_Visualization,11.0,1.75,Average
S1058,Mathematician,Spatial_Visualization,10.25,1.75,Average
S1059,Mathematician,Spatial_Visualization,11.12,1.75,Average
S1060,Mathematician,Spatial_Visualization,11.0,1.75,Average
S1061,Mathematician,Spatial_Visualization,11.25,1.75,Average
S1062,Mathematician,Spatial_Visualization,11.5,1.75,Average
S1063,Mathematician,Spatial_Visualization,11.0,1.75,Average
S1064,Mathematician,Spatial_Visualization,11.25,1.75,Average
S1065,Mathematician,Spatial_Visualization,10.75,1.75,Average
S1066,Mathematician,Spatial_Visualization,10.75,1.75,Average
S1067,Mathematician,Spatial_Visualization,10.88,1.75,Average
S1068,Mathematician,Logical_Mathematical,11.25,1.75,Average
S1069,Mathematician,Logical_Mathematical,11.38,1.75,Average
S1070,Mathematician,Logical_Mathematical,10.75,1.75,Average
S1071,Mathematician,Logical_Mathematical,11.38,1.75,Average
S1072,Mathematician,Logical_Mathematical,11.25,1.75,Average
S1073,Mathematician,Logical_Mathematical,11.25,1.75,Average
S1074,Mathematician,Logical_Mathematical,11.88,1.75,Average
S1075,Mathematician,Spatial_Visualization,11.12,1.75,Average
S1076,Mathematician,Spatial_Visualization,11.38,1.75,Average
S1077,Mathematician,Spatial_Visualization,11.62,1.75,Average
S1078,Mathematician,Spatial_Visualization,11.38,1.75,Average
S1079,Mathematician,Spatial_Visualization,11.62,1.75,Average
S1080,Mathematician,Spatial_Visualization,11.5,1.75,Average
S1081,Mathematician,Spatial_Visualization,10.5,1.75,Average
S1082,Mathematician,Spatial_Visualization,11.0,1.75,Average
S1083,Mathematician,Spatial_Visualization,10.75,1.75,Average
S1084,Mathematician,Spatial_Visualization,11.5,1.75,Average
S1085,Mathematician,Spatial_Visualization,11.75,1.75,Average
S1086,Mathematician,Spatial_Visualization,11.25,1.75,Average
S1087,Mathematician,Spatial_Visualization,11.5,1.75,Average
S1088,Mathematician,Spatial_Visualization,10.88,1.75,Average
S1089,Mathematician,Spatial_Visualization,11.12,1.75,Average
S1090,Mathematician,Spatial_Visualization,11.88,1.75,Average
S1091,Mathematician,Spatial_Visualization,10.88,1.75,Average
S1092,Mathematician,Spatial_Visualization,11.75,1.75,Average
S1093,Mathematician,Spatial_Visualization,11.38,1.75,Average
S1094,Mathematician,Spatial_Visualization,12.38,1.75,Average
S1095,Mathematician,Spatial_Visualization,11.38,1.75,Average
S1096,Mathematician,Spatial_Visualization,11.0,1.75,Average
S1097,Mathematician,Spatial_Visualization,11.38,1.75,Average
S1098,Mathematician,Spatial_Visualization,11.75,1.75,Average
S1099,Mathematician,Spatial_Visualization,11.25,1.75,Average
S1100,Mathematician,Spatial_Visualization,10.88,1.75,Average
S1101,Leader,Interpersonal,12.12,2.0,Good
S1102,Leader,Interpersonal,12.38,2.0,Good
S1103,Leader,Interpersonal,12.0,2.0,Good
S1104,Leader,Intrapersonal,12.0,2.0,Good
S1105,Leader,Intrapersonal,12.38,2.0,Good
S1106,Leader,Intrapersonal,12.12,2.0,Good
S1107,Leader,Interpersonal,12.0,2.0,Good
S1108,Leader,Interpersonal,11.38,2.0,Good
S1109,Leader,Intrapersonal,11.62,2.0,Good
S1110,Leader,Intrapersonal,11.75,2.0,Good
S1111,Leader,Intrapersonal,12.25,2.0,Good
S1112,Leader,Interpersonal,12.75,2.0,Good
S1113,Leader,Intrapersonal,12.25,2.0,Good
S1114,Leader,Intrapersonal,12.25,2.0,Good
S1115,Leader,Intrapersonal,12.12,2.0,Good
S1116,Leader,Logical_Mathematical,11.88,2.0,Good
S1117,Leader,Logical_Mathematical,13.0,2.0,Good
S1118,Leader,Logical_Mathematical,13.0,2.0,Good
S1119,Leader,Logical_Mathematical,12.5,2.0,Good
S1120,Leader,Logical_Mathematical,12.88,2.0,Good
S1121,Leader,Intrapersonal,11.88,2.0,Good
S1122,Leader,Interpersonal,12.5,2.0,Good
S1123,Leader,Intrapersonal,12.75,2.0,Good
S1124,Leader,Intrapersonal,12.38,2.0,Good
S1125,Leader,Intrapersonal,11.88,2.0,Good
S1126,Leader,Intrapersonal,12.25,2.0,Good
S1127,Leader,Interpersonal,13.12,2.0,Good
S1128,Leader,Intrapersonal,12.12,2.0,Good
S1129,Leader,Logical_Mathematical,12.88,2.0,Good
S1130,Leader,Logical_Mathematical,12.75,2.0,Good
S1131,Leader,Logical_Mathematical,12.12,2.0,Good
S1132,Leader,Interpersonal,12.25,2.0,Good
S1133,Leader,Logical_Mathematical,12.0,2.0,Good
S1134,Leader,Logical_Mathematical,12.5,2.0,Good
S1135,Leader,Intrapersonal,12.75,2.0,Good
S1136,Leader,Intrapersonal,11.62,2.0,Good
S1137,Leader,Interpersonal,12.0,2.0,Good
S1138,Leader,Interpersonal,12.38,2.0,Good
S1139,Leader,Interpersonal,12.25,2.0,Good
S1140,Leader,Intrapersonal,12.12,2.0,Good
S1141,Leader,Intrapersonal,11.38,2.0,Good
S1142,Leader,Logical_Mathematical,12.12,2.0,Good
S1143,Leader,Logical_Mathematical,12.12,2.0,Good
S1144,Leader,Logical_Mathematical,12.62,2.0,Good
S1145,Leader,Logical_Mathematical,12.75,2.0,Good
S1146,Leader,Logical_Mathematical,11.88,2.0,Good
S1147,Leader,Logical_Mathematical,13.38,2.0,Good
S1148,Leader,Logical_Mathematical,13.25,2.0,Good
S1149,Leader,Logical_Mathematical,12.62,2.0,Good
S1150,Leader,Logical_Mathematical,12.88,2.0,Good
S1151,Manager,Spatial_Visualization,12.75,2.25,Good
S1152,Manager,Spatial_Visualization,13.25,2.25,Good
S1153,Manager,Spatial_Visualization,13.5,2.25,Good
S1154,Manager,Logical_Mathematical,13.5,2.25,Good
S1155,Manager,Logical_Mathematical,14.38,2.25,Good
S1156,Manager,Logical_Mathematical,13.88,2.25,Good
S1157,Manager,Logical_Mathematical,13.88,2.25,Good
S1158,Manager,Logical_Mathematical,13.38,2.25,Good
S1159,Manager,Logical_Mathematical,13.12,2.25,Good
S1160,Manager,Spatial_Visualization,12.88,2.25,Good
S1161,Manager,Spatial_Visualization,13.38,2.25,Good
S1162,Manager,Spatial_Visualization,13.62,2.25,Good
S1163,Manager,Intrapersonal,13.62,2.25,Good
S1164,Manager,Intrapersonal,13.12,2.25,Good
S1165,Manager,Logical_Mathematical,12.88,2.25,Good
S1166,Manager,Logical_Mathematical,12.5,2.25,Good
S1167,Manager,Logical_Mathematical,13.88,2.25,Good
S1168,Manager,Logical_Mathematical,13.5,2.25,Good
S1169,Manager,Logical_Mathematical,13.25,2.25,Good
S1170,Manager,Logical_Mathematical,12.88,2.25,Good
S1171,Manager,Logical_Mathematical,13.25,2.25,Good
S1172,Manager,Spatial_Visualization,14.0,2.25,Good
S1173,Manager,Spatial_Visualization,13.75,2.25,Good
S1174,Manager,Spatial_Visualization,13.0,2.25,Good
S1175,Manager,Intrapersonal,12.0,2.25,Good
S1176,Manager,Intrapersonal,12.5,2.25,Good
S1177,Manager,Spatial_Visualization,13.5,2.25,Good
S1178,Manager,Logical_Mathematical,13.25,2.25,Good
S1179,Manager,Logical_Mathematical,13.88,2.25,Good
S1180,Manager,Logical_Mathematical,13.62,2.25,Good
S1181,Manager,Logical_Mathematical,13.12,2.25,Good
S1182,Manager,Logical_Mathematical,13.62,2.25,Good
S1183,Manager,Logical_Mathematical,13.5,2.25,Good
S1184,Manager,Logical_Mathematical,13.12,2.25,Good
S1185,Manager,Logical_Mathematical,12.62,2.25,Good
S1186,Manager,Logical_Mathematical,12.62,2.25,Good
S1187,Manager,Spatial_Visualization,13.5,2.25,Good
S1188,Manager,Spatial_Visualization,13.62,2.25,Good
S1189,Manager,Logical_Mathematical,13.12,2.25,Good
S1190,Manager,Logical_Mathematical,12.5,2.25,Good
S1191,Manager,Logical_Mathematical,13.12,2.25,Good
S1192,Manager,Logical_Mathematical,13.38,2.25,Good
S1193,Manager,Logical_Mathematical,13.62,2.25,Good
S1194,Manager,Logical_Mathematical,13.5,2.25,Good
S1195,Manager,Logical_Mathematical,13.62,2.25,Good
S1196,Manager,Interpersonal,13.88,2.25,Good
S1197,Manager,Interpersonal,13.0,2.25,Good
S1198,Manager,Spatial_Visualization,12.62,2.25,Good
S1199,Manager,Logical_Mathematical,13.88,2.25,Good
S1200,Manager,Logical_Mathematical,13.88,2.25,Good
S1201,Politician,Interpersonal,11.88,2.0,Good
S1202,Politician,Logical_Mathematical,11.88,2.0,Good
S1203,Politician,Logical_Mathematical,12.0,2.0,Good
S1204,Politician,Logical_Mathematical,11.88,2.0,Good
S1205,Politician,Logical_Mathematical,12.25,2.0,Good
S1206,Politician,Logical_Mathematical,12.12,2.0,Good
S1207,Politician,Logical_Mathematical,12.38,2.0,Good
S1208,Politician,Logical_Mathematical,12.38,2.0,Good
S1209,Politician,Logical_Mathematical,12.12,2.0,Good
S1210,Politician,Logical_Mathematical,12.12,2.0,Good
S1211,Politician,Logical_Mathematical,12.75,2.0,Good
S1212,Politician,Logical_Mathematical,13.25,2.0,Good
S1213,Politician,Logical_Mathematical,12.25,2.0,Good
S1214,Politician,Logical_Mathematical,11.75,2.0,Good
S1215,Politician,Logical_Mathematical,12.12,2.0,Good
S1216,Politician,Logical_Mathematical,12.12,2.0,Good
S1217,Politician,Logical_Mathematical,13.0,2.0,Good
S1218,Politician,Logical_Mathematical,12.12,2.0,Good
S1219,Politician,Logical_Mathematical,11.88,2.0,Good
S1220,Politician,Logical_Mathematical,11.88,2.0,Good
S1221,Politician,Logical_Mathematical,11.88,2.0,Good
S1222,Politician,Logical_Mathematical,12.62,2.0,Good
S1223,Politician,Logical_Mathematical,13.12,2.0,Good
S1224,Politician,Logical_Mathematical,13.0,2.0,Good
S1225,Politician,Logical_Mathematical,11.88,2.0,Good
S1226,Politician,Logical_Mathematical,12.0,2.0,Good
S1227,Politician,Logical_Mathematical,12.12,2.0,Good
S1228,Politician,Logical_Mathematical,12.25,2.0,Good
S1229,Politician,Logical_Mathematical,12.62,2.0,Good
S1230,Politician,Logical_Mathematical,12.5,2.0,Good
S1231,Politician,Logical_Mathematical,12.12,2.0,Good
S1232,Politician,Logical_Mathematical,12.62,2.0,Good
S1233,Politician,Logical_Mathematical,12.5,2.0,Good
S1234,Politician,Logical_Mathematical,12.5,2.0,Good
S1235,Politician,Logical_Mathematical,13.12,2.0,Good
S1236,Politician,Logical_Mathematical,13.0,2.0,Good
S1237,Politician,Logical_Mathematical,12.0,2.0,Good
S1238,Politician,Logical_Mathematical,12.5,2.0,Good
S1239,Politician,Logical_Mathematical,12.0,2.0,Good
S1240,Politician,Logical_Mathematical,12.12,2.0,Good
S1241,Politician,Logical_Mathematical,12.12,2.0,Good
S1242,Politician,Logical_Mathematical,12.75,2.0,Good
S1243,Politician,Logical_Mathematical,12.12,2.0,Good
S1244,Politician,Intrapersonal,12.62,2.0,Good
S1245,Politician,Logical_Mathematical,12.62,2.0,Good
S1246,Politician,Logical_Mathematical,12.62,2.0,Good
S1247,Politician,Logical_Mathematical,13.12,2.0,Good
S1248,Politician,Logical_Mathematical,12.5,2.0,Good
S1249,Politician,Intrapersonal,12.62,2.0,Good
S1250,Politician,Logical_Mathematical,12.25,2.0,Good
S1251,Social Worker,Bodily,12.25,2.0,Good
S1252,Social Worker,Bodily,12.38,2.0,Good
S1253,Social Worker,Bodily,12.5,2.0,Good
S1254,Social Worker,Bodily,12.62,2.0,Good
S1255,Social Worker,Bodily,12.88,2.0,Good
S1256,Social Worker,Bodily,12.38,2.0,Good
S1257,Social Worker,Bodily,12.62,2.0,Good
S1258,Social Worker,Bodily,12.75,2.0,Good
S1259,Social Worker,Bodily,12.88,2.0,Good
S1260,Social Worker,Bodily,12.25,2.0,Good
S1261,Social Worker,Bodily,12.25,2.0,Good
S1262,Social Worker,Bodily,12.25,2.0,Good
S1263,Social Worker,Bodily,12.38,2.0,Good
S1264,Social Worker,Bodily,12.62,2.0,Good
S1265,Social Worker,Bodily,13.12,2.0,Good
S1266,Social Worker,Bodily,13.38,2.0,Good
S1267,Social Worker,Bodily,12.88,2.0,Good
S1268,Social Worker,Bodily,13.25,2.0,Good
S1269,Social Worker,Bodily,12.75,2.0,Good
S1270,Social Worker,Bodily,12.75,2.0,Good
S1271,Social Worker,Bodily,12.88,2.0,Good
S1272,Social Worker,Bodily,12.38,2.0,Good
S1273,Social Worker,Bodily,13.0,2.0,Good
S1274,Social Worker,Bodily,13.25,2.0,Good
S1275,Social Worker,Bodily,12.5,2.0,Good
S1276,Social Worker,Bodily,13.0,2.0,Good
S1277,Social Worker,Bodily,12.5,2.0,Good
S1278,Social Worker,Bodily,12.75,2.0,Good
S1279,Social Worker,Bodily,12.0,2.0,Good
S1280,Social Worker,Bodily,12.38,2.0,Good
S1281,Social Worker,Bodily,12.62,2.0,Good
S1282,Social Worker,Bodily,12.62,2.0,Good
S1283,Social Worker,Bodily,12.5,2.0,Good
S1284,Social Worker,Bodily,13.0,2.0,Good
S1285,Social Worker,Bodily,13.25,2.0,Good
S1286,Social Worker,Bodily,12.75,2.0,Good
S1287,Social Worker,Bodily,12.62,2.0,Good
S1288,Social Worker,Bodily,12.88,2.0,Good
S1289,Social Worker,Bodily,12.88,2.0,Good
S1290,Social Worker,Bodily,12.75,2.0,Good
S1291,Social Worker,Bodily,12.88,2.0,Good
S1292,Social Worker,Bodily,13.0,2.0,Good
S1293,Social Worker,Bodily,12.75,2.0,Good
S1294,Social Worker,Intrapersonal,12.75,2.0,Good
S1295,Social Worker,Intrapersonal,12.5,2.0,Good
S1296,Social Worker,Intrapersonal,12.75,2.0,Good
S1297,Social Worker,Interpersonal,12.62,2.0,Good
S1298,Social Worker,Interpersonal,12.88,2.0,Good
S1299,Social Worker,Interpersonal,12.62,2.0,Good
S1300,Social Worker,Interpersonal,13.0,2.0,Good
S1301,Receptionist,Interpersonal,13.0,2.12,Good
S1302,Receptionist,Interpersonal,12.62,2.12,Good
S1303,Receptionist,Interpersonal,12.12,2.12,Good
S1304,Receptionist,Interpersonal,12.38,2.12,Good
S1305,Receptionist,Linguistic,13.0,2.12,Good
S1306,Receptionist,Interpersonal,12.38,2.12,Good
S1307,Receptionist,Interpersonal,12.5,2.12,Good
S1308,Receptionist,Interpersonal,13.12,2.12,Good
S1309,Receptionist,Interpersonal,13.12,2.12,Good
S1310,Receptionist,Interpersonal,12.5,2.12,Good
S1311,Receptionist,Interpersonal,12.12,2.12,Good
S1312,Receptionist,Interpersonal,12.88,2.12,Good
S1313,Receptionist,Linguistic,12.62,2.12,Good
S1314,Receptionist,Interpersonal,12.38,2.12,Good
S1315,Receptionist,Interpersonal,12.38,2.12,Good
S1316,Receptionist,Interpersonal,13.12,2.12,Good
S1317,Receptionist,Interpersonal,13.0,2.12,Good
S1318,Receptionist,Interpersonal,12.38,2.12,Good
S1319,Receptionist,Interpersonal,12.75,2.12,Good
S1320,Receptionist,Linguistic,12.88,2.12,Good
S1321,Receptionist,Linguistic,13.0,2.12,Good
S1322,Receptionist,Interpersonal,12.38,2.12,Good
S1323,Receptionist,Interpersonal,12.5,2.12,Good
S1324,Receptionist,Linguistic,12.88,2.12,Good
S1325,Receptionist,Linguistic,12.88,2.12,Good
S1326,Receptionist,Musical,13.0,2.12,Good
S1327,Receptionist,Interpersonal,12.25,2.12,Good
S1328,Receptionist,Linguistic,13.12,2.12,Good
S1329,Receptionist,Linguistic,13.62,2.12,Good
S1330,Receptionist,Interpersonal,13.12,2.12,Good
S1331,Receptionist,Interpersonal,12.62,2.12,Good
S1332,Receptionist,Interpersonal,13.12,2.12,Good
S1333,Receptionist,Interpersonal,13.62,2.12,Good
S1334,Receptionist,Interpersonal,13.12,2.12,Good
S1335,Receptionist,Interpersonal,13.25,2.12,Good
S1336,Receptionist,Interpersonal,13.5,2.12,Good
S1337,Receptionist,Linguistic,13.88,2.12,Good
S1338,Receptionist,Interpersonal,13.0,2.12,Good
S1339,Receptionist,Interpersonal,12.62,2.12,Good
S1340,Receptionist,Interpersonal,13.38,2.12,Good
S1341,Receptionist,Interpersonal,13.25,2.12,Good
S1342,Receptionist,Interpersonal,13.12,2.12,Good
S1343,Receptionist,Interpersonal,13.12,2.12,Good
S1344,Receptionist,Interpersonal,13.62,2.12,Good
S1345,Receptionist,Linguistic,13.38,2.12,Good
S1346,Receptionist,Interpersonal,12.62,2.12,Good
S1347,Receptionist,Interpersonal,13.0,2.12,Good
S1348,Receptionist,Interpersonal,13.38,2.12,Good
S1349,Receptionist,Interpersonal,13.5,2.12,Good
S1350,Receptionist,Interpersonal,13.5,2.12,Good
S1351,Sales Representative,Linguistic,11.38,2.0,Good
S1352,Sales Representative,Logical_Mathematical,12.25,2.0,Good
S1353,Sales Representative,Logical_Mathematical,11.62,2.0,Good
S1354,Sales Representative,Interpersonal,11.12,2.0,Good
S1355,Sales Representative,Logical_Mathematical,11.5,2.0,Good
S1356,Sales Representative,Linguistic,12.5,2.0,Good
S1357,Sales Representative,Linguistic,11.5,2.0,Good
S1358,Sales Representative,Logical_Mathematical,12.0,2.0,Good
S1359,Sales Representative,Logical_Mathematical,11.38,2.0,Good
S1360,Sales Representative,Interpersonal,11.5,2.0,Good
S1361,Sales Representative,Logical_Mathematical,11.88,2.0,Good
S1362,Sales Representative,Linguistic,11.75,2.0,Good
S1363,Sales Representative,Logical_Mathematical,12.0,2.0,Good
S1364,Sales Representative,Logical_Mathematical,12.0,2.0,Good
S1365,Sales Representative,Interpersonal,11.5,2.0,Good
S1366,Sales Representative,Logical_Mathematical,11.62,2.0,Good
S1367,Sales Representative,Linguistic,12.25,2.0,Good
S1368,Sales Representative,Logical_Mathematical,12.62,2.0,Good
S1369,Sales Representative,Linguistic,11.88,2.0,Good
S1370,Sales Representative,Logical_Mathematical,12.0,2.0,Good
S1371,Sales Representative,Logical_Mathematical,11.88,2.0,Good
S1372,Sales Representative,Interpersonal,11.5,2.0,Good
S1373,Sales Representative,Logical_Mathematical,12.25,2.0,Good
S1374,Sales Representative,Logical_Mathematical,12.12,2.0,Good
S1375,Sales Representative,Logical_Mathematical,12.0,2.0,Good
S1376,Sales Representative,Interpersonal,11.38,2.0,Good
S1377,Sales Representative,Logical_Mathematical,12.25,2.0,Good
S1378,Sales Representative,Linguistic,12.12,2.0,Good
S1379,Sales Representative,Linguistic,11.75,2.0,Good
S1380,Sales Representative,Logical_Mathematical,12.5,2.0,Good
S1381,Sales Representative,Logical_Mathematical,12.5,2.0,Good
S1382,Sales Representative,Logical_Mathematical,12.0,2.0,Good
S1383,Sales Representative,Interpersonal,11.5,2.0,Good
S1384,Sales Representative,Logical_Mathematical,12.62,2.0,Good
S1385,Sales Representative,Linguistic,12.12,2.0,Good
S1386,Sales Representative,Interpersonal,11.75,2.0,Good
S1387,Sales Representative,Interpersonal,11.62,2.0,Good
S1388,Sales Representative,Interpersonal,12.0,2.0,Good
S1389,Sales Representative,Linguistic,12.25,2.0,Good
S1390,Sales Representative,Linguistic,12.5,2.0,Good
S1391,Sales Representative,Linguistic,11.75,2.0,Good
S1392,Sales Representative,Logical_Mathematical,12.75,2.0,Good
S1393,Sales Representative,Logical_Mathematical,12.38,2.0,Good
S1394,Sales Representative,Logical_Mathematical,11.62,2.0,Good
S1395,Sales Representative,Interpersonal,11.75,2.0,Good
S1396,Sales Representative,Linguistic,11.75,2.0,Good
S1397,Sales Representative,Logical_Mathematical,12.5,2.0,Good
S1398,Sales Representative,Linguistic,12.5,2.0,Good
S1399,Sales Representative,Linguistic,12.62,2.0,Good
S1400,Sales Representative,Interpersonal,11.75,2.0,Good
S1401,Counselor,Interpersonal,12.75,2.12,Good
S1402,Counselor,Logical_Mathematical,12.38,2.12,Good
S1403,Counselor,Logical_Mathematical,12.5,2.12,Good
S1404,Counselor,Intrapersonal,13.12,2.12,Good
S1405,Counselor,Interpersonal,12.62,2.12,Good
S1406,Counselor,Interpersonal,12.25,2.12,Good
S1407,Counselor,Interpersonal,12.62,2.12,Good
S1408,Counselor,Intrapersonal,12.75,2.12,Good
S1409,Counselor,Logical_Mathematical,12.62,2.12,Good
S1410,Counselor,Logical_Mathematical,13.12,2.12,Good
S1411,Counselor,Interpersonal,12.88,2.12,Good
S1412,Counselor,Interpersonal,12.75,2.12,Good
S1413,Counselor,Interpersonal,13.0,2.12,Good
S1414,Counselor,Logical_Mathematical,12.25,2.12,Good
S1415,Counselor,Logical_Mathematical,12.62,2.12,Good
S1416,Counselor,Logical_Mathematical,13.25,2.12,Good
S1417,Counselor,Interpersonal,12.5,2.12,Good
S1418,Counselor,Interpersonal,12.25,2.12,Good
